,citybike_index,name,review_count,rating,distance,categories_names
371,30,Harbour Square Park,4.0,4.5,906.2234255913336,parks
372,30,Grange Park,15.0,4.0,913.323861593874,parks
373,30,Roundhouse Park,3.0,4.5,765.0238390977588,parks
374,30,Nathan Phillips Square,94.0,4.0,501.2284207108044,landmarks
375,30,Berczy Park,17.0,4.5,638.6734978574009,parks
376,30,Love Park,1.0,5.0,890.9729801779622,parks
377,30,Simcoe Park,1.0,3.0,515.1985499795866,parks
378,30,Downtown Diversity Garden,1.0,2.0,730.8907770438884,parks
379,30,Cloud Gardens,6.0,3.5,442.7347600284575,parks
380,30,Bobbie Rosenfeld Park,1.0,3.0,776.8003247870904,parks
381,30,Waterfront Toronto,7.0,3.0,871.9304466009678,landmarks
382,30,Toronto Sculpture Garden,6.0,3.5,701.2432668953412,galleries
383,30,Bell Trinity Square,1.0,3.0,750.565827208729,landmarks
384,30,Clarence Square Park,14.0,3.5,1015.9463953788238,dog_parks
385,30,Old City Hall,11.0,3.5,517.2842123963828,landmarks
386,30,Gardens of the Osgoode Hall,1.0,4.0,502.5313676918735,parks
387,30,CN Tower,869.0,4.0,680.8788622945478,landmarks
388,30,Yonge-Dundas Square,70.0,3.5,929.653777142192,landmarks
389,30,Urban Capers,7.0,3.5,581.015383156025,landmarks
390,31,Grange Park,15.0,4.0,522.6341736783667,parks
391,31,Queen's Park,32.0,4.5,797.7783415611251,parks
392,31,Downtown Diversity Garden,1.0,2.0,428.6921791121033,parks
393,31,Nathan Phillips Square,94.0,4.0,635.6996929877681,landmarks
394,31,Lillian McGregor Park,2.0,2.5,912.035570349093,parks
395,31,Bell Trinity Square,1.0,3.0,611.3783948708622,landmarks
396,31,McCaul-Orde Parkette,1.0,2.0,325.7520948970817,parks
397,31,Cloud Gardens,6.0,3.5,953.794527210226,parks
398,31,Yonge-Dundas Square,70.0,3.5,719.6997640982727,landmarks
399,31,Gardens of the Osgoode Hall,1.0,4.0,561.0780947605294,parks
400,31,Joseph Sheard Parkette,1.0,3.0,739.1014270199971,parks
401,31,Old City Hall,11.0,3.5,741.0466078319813,landmarks
402,31,Larry Sefton Park,2.0,3.5,510.350297125059,parks
403,31,Toronto City Hall,28.0,3.5,528.8920442624141,landmarks
404,31,Alexander Street Parkette,2.0,3.0,911.4372637154916,parks
405,31,Urban Capers,7.0,3.5,600.3500930456983,landmarks
406,31,Toronto Peace Garden,1.0,4.0,525.3903691397016,parks
407,31,Randy Padmore Park,1.0,3.0,1204.700216787972,playgrounds
