,citybike_index,empty_slots,free_bikes,num_parks,ave_dis_park,num_plygrd,ave_dis_plygrd,num_sr,ave_dis_sr,med_rating,med_review
73,73,3.0,2.5649493574615367,4.0,353.75,0.0,,0.6931471805599453,232.0,3.75,2.0149030205422647
74,74,6.0,1.6094379124341003,3.0,502.6666666666667,0.6931471805599453,699.0,0.0,,4.25,2.6741486494265287
75,75,1.0,2.4849066497880004,4.0,351.0,0.6931471805599453,285.0,0.6931471805599453,605.0,3.5,2.1972245773362196
76,76,0.0,3.1780538303479458,5.0,613.0,1.0986122886681098,689.0,0.0,,4.0,3.044522437723423
77,77,2.0,2.833213344056216,4.0,450.5,1.0986122886681098,668.0,0.6931471805599453,413.0,3.75,2.1972245773362196
78,78,4.0,3.258096538021482,2.0,672.5,0.0,,0.0,,3.25,4.189654742026425
79,79,8.0,0.6931471805599453,4.0,444.75,1.3862943611198906,469.3333333333333,0.6931471805599453,859.0,4.0,1.791759469228055
80,80,18.0,2.302585092994046,5.0,762.8,0.6931471805599453,688.0,0.0,,4.0,1.3862943611198906
81,81,9.0,2.70805020110221,5.0,478.6,1.3862943611198906,487.0,0.0,,3.75,1.5040773967762742
82,82,1.0,2.5649493574615367,5.0,464.6,1.0986122886681098,257.0,0.0,,4.0,0.6931471805599453
83,83,10.0,0.6931471805599453,6.0,708.0,0.6931471805599453,440.0,0.0,,4.25,1.791759469228055
84,84,15.0,0.0,3.0,773.3333333333334,0.6931471805599453,127.0,0.0,,4.25,1.0986122886681098
85,85,8.0,2.4849066497880004,5.0,630.8,1.3862943611198906,548.6666666666666,0.0,,4.0,1.252762968495368
86,86,1.0,2.5649493574615367,5.0,444.4,1.0986122886681098,246.5,0.0,,4.0,0.6931471805599453
87,87,10.0,1.791759469228055,5.0,467.6,1.0986122886681098,685.0,0.0,,4.25,1.791759469228055
88,88,3.0,2.4849066497880004,4.0,535.0,1.3862943611198906,528.6666666666666,0.0,,4.25,1.6094379124341003
89,89,13.0,1.0986122886681098,2.0,703.5,1.3862943611198906,524.6666666666666,0.0,,3.75,0.9162907318741551
90,90,8.0,1.3862943611198906,3.0,141.66666666666666,1.3862943611198906,221.66666666666666,0.0,,4.0,1.791759469228055
91,91,18.0,0.0,4.0,679.0,0.6931471805599453,687.0,0.0,,4.25,2.70805020110221
92,92,15.0,2.1972245773362196,2.0,440.5,1.3862943611198906,403.0,0.0,,4.0,1.0986122886681098
93,93,14.0,1.791759469228055,7.0,586.1428571428571,1.0986122886681098,766.0,0.0,,4.0,1.3862943611198906
94,94,13.0,1.791759469228055,7.0,769.0,0.6931471805599453,576.0,0.0,,1.5,1.0986122886681098
95,95,13.0,0.6931471805599453,4.0,693.0,1.0986122886681098,699.5,0.6931471805599453,410.0,,
96,96,5.0,2.70805020110221,5.0,745.4,1.0986122886681098,492.5,0.6931471805599453,726.0,3.5,1.0986122886681098
97,97,4.0,2.5649493574615367,5.0,633.8,0.6931471805599453,918.0,0.6931471805599453,617.0,3.75,2.8622008809294686
