,fsq_id,category_name
4203,4d91023aca75b60cf94934a9,Park
4204,502bf95ee4b040ca22896778,Park
4205,775de163de5a4af85684964f,Monument
4206,4c7d9eb75af8b60c79459010,Garden
4207,4cc4f02c42d1b60c2bcc2013,Dog Park
4208,4c531e8606901b8dbc2b9449,Playground
4209,4bb5060a62fca5939346f17e,Park
4210,4bc50172c839ef3bf88c304e,Park
4211,4bf9ba985317a59388c8017f,Park
4212,23eef47553634d8d6ccbef64,Garden
4213,5161f316498e98436011352f,Hiking Trail
4214,4e0e32ff1f6e9964ea20ab45,Park
4215,4c76dc0c07818cfab6aed2e3,Park
4216,4bb3682ea32876b012a101fe,Playground
4217,4c6840d27963be9ab8f5ccbc,Park
4218,5211184f11d29d952c971ec7,Playground
4219,4c4c8093959220a136c21b11,Lake
4220,4bae9a6bf964a5209cc53be3,Park
4221,4d34a0188250f04da12307e1,Park
4222,4e4d7cd3d16472681f5c05a8,Park
4223,4e21f9fbcc3fee7eee221f0f,Rock Climbing Spot
4224,4b9ec0f0f964a52018ff36e3,Community and Government
4225,4b9ec0f0f964a52018ff36e3,Park
4226,4bba35da98c7ef3b83d63202,Park
4227,4bf978b28d30d13a1a460218,Park
4228,4bf978b28d30d13a1a460218,Sports and Recreation
4229,4c2f86713896e21edc16e490,Park
4230,4c2f86713896e21edc16e490,Sports and Recreation
4231,4ba025c0f964a520a35d37e3,Dog Park
4232,4df1f972fa76abc3d866733b,Dog Park
4233,4d88fdda401a224b15948318,Park
4234,515891dfe4b00e20132b84ed,Park
4235,529a52c711d297495cc4c289,Playground
4236,4bface74b182c9b6f6d87a5a,Park
4237,59485735002f4c4e85ebac99,Park
4238,4af6f1fbf964a520450422e3,Hiking Trail
4239,4b9333f1f964a520fa3a34e3,Park
4240,4b107f6cf964a520c07123e3,Harbor or Marina
4241,4ba933bff964a520ca133ae3,Monument
4242,4c8965cce51e6dcbf1e55fde,Dog Park
4243,4ad4c05ef964a5209cf620e3,Historic and Protected Site
4244,4ba42b7bf964a520968838e3,Real Estate Agency
4245,4ba42b7bf964a520968838e3,Park
4246,558eaaf3498eba5b21951e6d,Playground
4247,5743147d498e8ffce0a5dfb5,Park
4248,4b705166f964a5203f122de3,Park
4249,4f57da5ce4b0cd6f8c681c8e,Park
4250,5256faef498e448a6d3ef14a,Plaza
4251,4d23c467f39ca1430bc46fb8,Park
4252,515603c8e4b0e990ef52cfa6,Park
4253,4c45ba86f799e21e3d93afa2,Park
4254,52cf18b0498e856d9672d297,Park
4255,52cf18b0498e856d9672d297,Sports and Recreation
4256,4f859a37e4b047432f58e8df,Scenic Lookout
4257,4bdb5d1d2a3a0f471dadaeb6,Park
4258,5061f2d7e4b0f6295b5894b9,Garden
4259,4ecb10f2f5b90c1c32ee683f,Park
4260,4d6914181a88b1f75b5d265d,Park
4261,4f32c079e4b01958939fd247,Park
4262,4bddd48f0ee3a59361d22eb0,Garden
4263,507b11eae4b06da142be0c64,Park
4264,4c57b0e96201e21e94da316f,Park
4265,57b8901c498ef0c324f90cce,Park
4266,4ad4c05ef964a520bdf620e3,Park
4267,4d31ecf26c7c721e40e7aa56,Dog Park
4268,4bedacfbe24d20a163d07114,Park
4269,4bedacfbe24d20a163d07114,Sports and Recreation
4270,4a8b2742f964a520960b20e3,Park
4271,4a8b2742f964a520960b20e3,Grocery Store
4272,4c56d6c16418a593e5eb7d0e,Playground
4273,4b797b48f964a520c6fb2ee3,Landmarks and Outdoors
4274,4e73d4168998ed82a3a8f304,Park
4275,4e177dd488777e9647674212,Park
4276,4bbd5d3b4e069c7473bf9ee3,Garden
4277,4d38cfaf4215f04dc179ccf8,Campground
4278,4ddfbaca185035f3a44e8df6,Playground
4279,51ccc048498ec7792efc955e,Park
4280,4ad4c05ef964a520bff620e3,Monument
4281,4c16a548955976b0cadea4f6,Park
4282,4b9ec0f0f964a52018ff36e3,Community and Government
4283,4b9ec0f0f964a52018ff36e3,Park
4284,4cc3296c80624688cb4e2e2f,Park
4285,5659e46d498ee8885eaf03b6,Hiking Trail
4286,4fa73571e4b0ed02835013c0,Other Great Outdoors
4287,4bec402d2bc1b713c974bf3a,Bridge
4288,4bf9b68b5ec320a1c5bb8ad3,Bridge
4289,4c33b577ed37a593b3d06d03,Park
4290,4b93f74df964a5208f5d34e3,Bridge
4291,4f82468ce4b020c7bfb2c25c,Landmarks and Outdoors
4292,4af5b68cf964a520c4fb21e3,Park
4293,4c6ffdf4df6b8cfa07bbb64d,Landmarks and Outdoors
4294,4d33e27072a8b1f758ceabd0,Residential Building
4295,4d33e27072a8b1f758ceabd0,Beach
4296,4d97965de07ea35dbfcbdd02,Park
4297,4c2cb127d1a10f4707d1f964,Park
4298,4c2cb127d1a10f4707d1f964,Sports and Recreation
4299,57b8901c498ef0c324f90cce,Park
