,citybike_index,fsq_id,name,category_name,distance
0,0,4baa029cf964a52085433ae3,Woodbine Park,Park,379
1,0,4baa029cf964a52085433ae3,Woodbine Park,Sports and Recreation,379
20,2,4baa029cf964a52085433ae3,Woodbine Park,Park,257
21,2,4baa029cf964a52085433ae3,Woodbine Park,Sports and Recreation,257
40,69,4baa029cf964a52085433ae3,Woodbine Park,Park,344
41,69,4baa029cf964a52085433ae3,Woodbine Park,Sports and Recreation,344
60,73,4baa029cf964a52085433ae3,Woodbine Park,Park,232
61,73,4baa029cf964a52085433ae3,Woodbine Park,Sports and Recreation,232
80,146,4baa029cf964a52085433ae3,Woodbine Park,Park,1113
81,146,4baa029cf964a52085433ae3,Woodbine Park,Sports and Recreation,1113
100,192,4baa029cf964a52085433ae3,Woodbine Park,Park,908
101,192,4baa029cf964a52085433ae3,Woodbine Park,Sports and Recreation,908
120,262,4baa029cf964a52085433ae3,Woodbine Park,Park,469
121,262,4baa029cf964a52085433ae3,Woodbine Park,Sports and Recreation,469
140,311,4baa029cf964a52085433ae3,Woodbine Park,Park,840
141,311,4baa029cf964a52085433ae3,Woodbine Park,Sports and Recreation,840
160,516,4baa029cf964a52085433ae3,Woodbine Park,Park,648
161,516,4baa029cf964a52085433ae3,Woodbine Park,Sports and Recreation,648
180,643,4baa029cf964a52085433ae3,Woodbine Park,Park,469
181,643,4baa029cf964a52085433ae3,Woodbine Park,Sports and Recreation,469
200,0,4b5f9a3df964a52003c429e3,Greenwood Park,Park,791
209,18,4b5f9a3df964a52003c429e3,Greenwood Park,Park,201
218,19,4b5f9a3df964a52003c429e3,Greenwood Park,Park,896
227,174,4b5f9a3df964a52003c429e3,Greenwood Park,Park,846
236,175,4b5f9a3df964a52003c429e3,Greenwood Park,Park,568
245,231,4b5f9a3df964a52003c429e3,Greenwood Park,Park,613
254,260,4b5f9a3df964a52003c429e3,Greenwood Park,Park,889
263,270,4b5f9a3df964a52003c429e3,Greenwood Park,Park,437
272,462,4b5f9a3df964a52003c429e3,Greenwood Park,Park,783
281,0,4bfb074abbb7c928779a0743,Ashbridges Bay Beach Volleyball,Beach,941
290,2,4bfb074abbb7c928779a0743,Ashbridges Bay Beach Volleyball,Beach,827
299,69,4bfb074abbb7c928779a0743,Ashbridges Bay Beach Volleyball,Beach,583
308,73,4bfb074abbb7c928779a0743,Ashbridges Bay Beach Volleyball,Beach,528
317,146,4bfb074abbb7c928779a0743,Ashbridges Bay Beach Volleyball,Beach,709
326,262,4bfb074abbb7c928779a0743,Ashbridges Bay Beach Volleyball,Beach,871
335,311,4bfb074abbb7c928779a0743,Ashbridges Bay Beach Volleyball,Beach,457
344,516,4bfb074abbb7c928779a0743,Ashbridges Bay Beach Volleyball,Beach,567
353,643,4bfb074abbb7c928779a0743,Ashbridges Bay Beach Volleyball,Beach,105
362,0,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Park,845
363,0,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Beach,845
380,2,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Park,762
381,2,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Beach,762
398,69,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Park,617
399,69,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Beach,617
416,73,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Park,399
417,73,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Beach,399
434,146,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Park,881
435,146,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Beach,881
452,262,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Park,883
453,262,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Beach,883
470,311,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Park,625
471,311,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Beach,625
488,516,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Park,685
489,516,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Beach,685
506,643,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Park,158
507,643,4ad4c05ef964a520bef620e3,Ashbridge's Bay Park,Beach,158
524,0,4bf5bb014d5f20a1cc0798fe,Beach Volleyball,Beach,867
533,2,4bf5bb014d5f20a1cc0798fe,Beach Volleyball,Beach,763
542,69,4bf5bb014d5f20a1cc0798fe,Beach Volleyball,Beach,563
551,73,4bf5bb014d5f20a1cc0798fe,Beach Volleyball,Beach,444
560,146,4bf5bb014d5f20a1cc0798fe,Beach Volleyball,Beach,791
569,262,4bf5bb014d5f20a1cc0798fe,Beach Volleyball,Beach,841
578,311,4bf5bb014d5f20a1cc0798fe,Beach Volleyball,Beach,531
587,516,4bf5bb014d5f20a1cc0798fe,Beach Volleyball,Beach,598
596,643,4bf5bb014d5f20a1cc0798fe,Beach Volleyball,Beach,73
605,0,4d0cef321f6bf04d75707a31,Jonathan Ashbridge Park,Playground,63
609,2,4d0cef321f6bf04d75707a31,Jonathan Ashbridge Park,Playground,244
613,175,4d0cef321f6bf04d75707a31,Jonathan Ashbridge Park,Playground,656
617,192,4d0cef321f6bf04d75707a31,Jonathan Ashbridge Park,Playground,616
621,0,4fdbc663e4b029940a58c201,The Beach,Surf Spot,153
625,2,4fdbc663e4b029940a58c201,The Beach,Surf Spot,168
629,192,4fdbc663e4b029940a58c201,The Beach,Surf Spot,809
633,262,4fdbc663e4b029940a58c201,The Beach,Surf Spot,471
637,0,4be3345b660ec928226dcb3b,The Ashbridge Estate,Real Estate Agency,173
638,0,4be3345b660ec928226dcb3b,The Ashbridge Estate,Garden,173
639,0,4be3345b660ec928226dcb3b,The Ashbridge Estate,Monument,173
640,0,4be3345b660ec928226dcb3b,The Ashbridge Estate,Park,173
657,2,4be3345b660ec928226dcb3b,The Ashbridge Estate,Real Estate Agency,371
658,2,4be3345b660ec928226dcb3b,The Ashbridge Estate,Garden,371
659,2,4be3345b660ec928226dcb3b,The Ashbridge Estate,Monument,371
660,2,4be3345b660ec928226dcb3b,The Ashbridge Estate,Park,371
677,96,4be3345b660ec928226dcb3b,The Ashbridge Estate,Real Estate Agency,852
678,96,4be3345b660ec928226dcb3b,The Ashbridge Estate,Garden,852
679,96,4be3345b660ec928226dcb3b,The Ashbridge Estate,Monument,852
680,96,4be3345b660ec928226dcb3b,The Ashbridge Estate,Park,852
697,175,4be3345b660ec928226dcb3b,The Ashbridge Estate,Real Estate Agency,504
698,175,4be3345b660ec928226dcb3b,The Ashbridge Estate,Garden,504
699,175,4be3345b660ec928226dcb3b,The Ashbridge Estate,Monument,504
700,175,4be3345b660ec928226dcb3b,The Ashbridge Estate,Park,504
717,192,4be3345b660ec928226dcb3b,The Ashbridge Estate,Real Estate Agency,540
718,192,4be3345b660ec928226dcb3b,The Ashbridge Estate,Garden,540
719,192,4be3345b660ec928226dcb3b,The Ashbridge Estate,Monument,540
720,192,4be3345b660ec928226dcb3b,The Ashbridge Estate,Park,540
737,0,4f6f8dc0e4b08d8da7c679a0,Duke of Connaught playground,Playground,238
742,2,4f6f8dc0e4b08d8da7c679a0,Duke of Connaught playground,Playground,362
747,18,4f6f8dc0e4b08d8da7c679a0,Duke of Connaught playground,Playground,589
752,175,4f6f8dc0e4b08d8da7c679a0,Duke of Connaught playground,Playground,549
757,192,4f6f8dc0e4b08d8da7c679a0,Duke of Connaught playground,Playground,725
762,0,4c28e38bd26eb713275714d1,Tubs & Gee Gage Rugby Field,Landmarks and Outdoors,251
767,2,4c28e38bd26eb713275714d1,Tubs & Gee Gage Rugby Field,Landmarks and Outdoors,372
772,73,4c28e38bd26eb713275714d1,Tubs & Gee Gage Rugby Field,Landmarks and Outdoors,318
777,96,4c28e38bd26eb713275714d1,Tubs & Gee Gage Rugby Field,Landmarks and Outdoors,913
782,192,4c28e38bd26eb713275714d1,Tubs & Gee Gage Rugby Field,Landmarks and Outdoors,526
787,1,4ad4c05ef964a520ccf620e3,Earlscourt Park,Park,505
797,16,4ad4c05ef964a520ccf620e3,Earlscourt Park,Park,833
807,36,4ad4c05ef964a520ccf620e3,Earlscourt Park,Park,939
817,101,4ad4c05ef964a520ccf620e3,Earlscourt Park,Park,315
827,267,4ad4c05ef964a520ccf620e3,Earlscourt Park,Park,628
837,314,4ad4c05ef964a520ccf620e3,Earlscourt Park,Park,889
847,368,4ad4c05ef964a520ccf620e3,Earlscourt Park,Park,372
857,518,4ad4c05ef964a520ccf620e3,Earlscourt Park,Park,336
867,536,4ad4c05ef964a520ccf620e3,Earlscourt Park,Park,255
877,615,4ad4c05ef964a520ccf620e3,Earlscourt Park,Park,757
887,1,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,877
903,33,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,856
919,36,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,866
935,37,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,799
951,46,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,695
967,101,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,868
983,243,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,76
999,314,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,308
1015,368,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,845
1031,408,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,697
1047,431,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,844
1063,451,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,936
1079,552,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,585
1095,602,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,800
1111,629,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,199
1127,648,4bb7a3ef1261d13a9c9fe798,Campbell Avenue Park,Park,282
1143,1,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,582
1155,36,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,709
1167,46,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,1037
1179,101,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,522
1191,243,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,299
1203,314,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,203
1215,368,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,500
1227,408,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,885
1239,431,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,810
1251,552,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,923
1263,629,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,518
1275,648,4b75eb65f964a520dc2e2ee3,Boulderz Climbing Centre,Rock Climbing Spot,614
1287,1,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,270
1298,16,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,685
1309,36,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,938
1320,101,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,61
1331,243,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,863
1342,267,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,626
1353,314,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,731
1364,368,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,366
1375,518,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,589
1386,536,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,499
1397,615,4da781ab0cb65e9aae54e9ea,Earlscourt Park Off-Leash Area,Dog Park,963
1408,1,5069b6cbe4b0d34396cab1ea,Primrose Avenue Parkette,Playground,61
1416,16,5069b6cbe4b0d34396cab1ea,Primrose Avenue Parkette,Playground,500
1424,101,5069b6cbe4b0d34396cab1ea,Primrose Avenue Parkette,Playground,174
1432,267,5069b6cbe4b0d34396cab1ea,Primrose Avenue Parkette,Playground,566
1440,338,5069b6cbe4b0d34396cab1ea,Primrose Avenue Parkette,Playground,865
1448,368,5069b6cbe4b0d34396cab1ea,Primrose Avenue Parkette,Playground,557
1456,518,5069b6cbe4b0d34396cab1ea,Primrose Avenue Parkette,Playground,776
1464,536,5069b6cbe4b0d34396cab1ea,Primrose Avenue Parkette,Playground,660
1472,1,5066fc5be4b01301ebf02337,Davenport Village in Toronto,Park,247
1480,16,5066fc5be4b01301ebf02337,Davenport Village in Toronto,Park,704
1488,101,5066fc5be4b01301ebf02337,Davenport Village in Toronto,Park,52
1496,267,5066fc5be4b01301ebf02337,Davenport Village in Toronto,Park,699
1504,314,5066fc5be4b01301ebf02337,Davenport Village in Toronto,Park,643
1512,368,5066fc5be4b01301ebf02337,Davenport Village in Toronto,Park,352
1520,518,5066fc5be4b01301ebf02337,Davenport Village in Toronto,Park,669
1528,536,5066fc5be4b01301ebf02337,Davenport Village in Toronto,Park,590
1536,1,531cb63e498e0ba3d0d53484,Chandos Park North,Park,290
1543,16,531cb63e498e0ba3d0d53484,Chandos Park North,Park,352
1550,101,531cb63e498e0ba3d0d53484,Chandos Park North,Park,514
1557,267,531cb63e498e0ba3d0d53484,Chandos Park North,Park,677
1564,338,531cb63e498e0ba3d0d53484,Chandos Park North,Park,518
1571,452,531cb63e498e0ba3d0d53484,Chandos Park North,Park,679
1578,531,531cb63e498e0ba3d0d53484,Chandos Park North,Park,986
1585,1,4e6e866462e14570896f9ef5,Wallace Emerson Bmx Trail,Dog Park,508
1594,16,4e6e866462e14570896f9ef5,Wallace Emerson Bmx Trail,Dog Park,843
1603,101,4e6e866462e14570896f9ef5,Wallace Emerson Bmx Trail,Dog Park,594
1612,243,4e6e866462e14570896f9ef5,Wallace Emerson Bmx Trail,Dog Park,442
1621,314,4e6e866462e14570896f9ef5,Wallace Emerson Bmx Trail,Dog Park,522
1630,338,4e6e866462e14570896f9ef5,Wallace Emerson Bmx Trail,Dog Park,813
1639,408,4e6e866462e14570896f9ef5,Wallace Emerson Bmx Trail,Dog Park,591
1648,629,4e6e866462e14570896f9ef5,Wallace Emerson Bmx Trail,Dog Park,457
1657,648,4e6e866462e14570896f9ef5,Wallace Emerson Bmx Trail,Dog Park,716
1666,1,4c4ca2ad4237be9ad5f9af12,Brazilfest,Other Great Outdoors,584
1673,101,4c4ca2ad4237be9ad5f9af12,Brazilfest,Other Great Outdoors,387
1680,267,4c4ca2ad4237be9ad5f9af12,Brazilfest,Other Great Outdoors,687
1687,368,4c4ca2ad4237be9ad5f9af12,Brazilfest,Other Great Outdoors,367
1694,518,4c4ca2ad4237be9ad5f9af12,Brazilfest,Other Great Outdoors,264
1701,536,4c4ca2ad4237be9ad5f9af12,Brazilfest,Other Great Outdoors,217
1708,615,4c4ca2ad4237be9ad5f9af12,Brazilfest,Other Great Outdoors,676
1715,1,4da12cd2bf22a143a77a96f8,Night Stroll,Dog Park,588
1722,243,4da12cd2bf22a143a77a96f8,Night Stroll,Dog Park,385
1729,314,4da12cd2bf22a143a77a96f8,Night Stroll,Dog Park,497
1736,338,4da12cd2bf22a143a77a96f8,Night Stroll,Dog Park,860
1743,408,4da12cd2bf22a143a77a96f8,Night Stroll,Dog Park,544
1750,629,4da12cd2bf22a143a77a96f8,Night Stroll,Dog Park,376
1757,648,4da12cd2bf22a143a77a96f8,Night Stroll,Dog Park,643
1764,2,4ada281ef964a520441f21e3,Woodbine Beach Park,Park,973
1772,69,4ada281ef964a520441f21e3,Woodbine Beach Park,Park,659
1780,73,4ada281ef964a520441f21e3,Woodbine Beach Park,Park,712
1788,146,4ada281ef964a520441f21e3,Woodbine Beach Park,Park,536
1796,262,4ada281ef964a520441f21e3,Woodbine Beach Park,Park,953
1804,311,4ada281ef964a520441f21e3,Woodbine Beach Park,Park,311
1812,516,4ada281ef964a520441f21e3,Woodbine Beach Park,Park,535
1820,643,4ada281ef964a520441f21e3,Woodbine Beach Park,Park,272
1828,3,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,546
1903,5,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,787
1978,6,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,519
2053,12,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,787
2128,14,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,898
2203,22,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,664
2278,30,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,452
2353,31,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,678
2428,41,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,857
2503,42,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,962
2578,59,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,781
2653,65,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,568
2728,67,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,828
2803,78,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,470
2878,100,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,869
2953,102,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,754
3028,110,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,636
3103,134,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,763
3178,151,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,813
3253,153,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,859
3328,176,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,673
3403,186,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,469
3478,188,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,779
3553,196,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,735
3628,201,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,798
3703,203,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,452
3778,204,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,467
3853,208,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,746
3928,214,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,622
4003,215,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,772
4078,230,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,709
4153,246,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,923
4228,250,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,651
4303,251,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,369
4378,275,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,868
4453,282,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,354
4528,300,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,481
4603,305,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,593
4678,308,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,514
4753,309,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,1022
4828,313,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,862
4903,315,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,908
4978,319,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,995
5053,322,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,602
5128,324,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,832
5203,325,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,149
5278,327,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,946
5353,328,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,968
5428,331,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,910
5503,345,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,914
5578,388,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,677
5653,390,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,149
5728,411,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,756
5803,412,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,808
5878,420,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,635
5953,439,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,598
6028,440,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,684
6103,455,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,832
6178,456,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,491
6253,466,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,419
6328,467,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,587
6403,479,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,397
6478,483,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,286
6553,503,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,364
6628,515,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,756
6703,522,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,734
6778,540,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,59
6853,550,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,231
6928,556,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,987
7003,558,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,897
7078,610,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,430
7153,611,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,262
7228,616,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,552
7303,646,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,767
7378,653,5b73693c31fd14002c5ab73c,City of Toronto Sign,Monument,586
7453,3,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,557
7526,5,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,760
7599,6,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,499
7672,12,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,814
7745,14,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,896
7818,22,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,656
7891,30,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,475
7964,31,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,651
8037,41,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,836
8110,59,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,757
8183,65,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,544
8256,67,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,837
8329,78,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,455
8402,100,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,862
8475,102,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,777
8548,110,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,637
8621,115,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,1024
8694,134,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,740
8767,151,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,796
8840,153,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,851
8913,176,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,691
8986,186,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,496
9059,188,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,792
9132,196,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,729
9205,201,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,823
9278,203,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,479
9351,204,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,441
9424,208,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,773
9497,214,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,606
9570,215,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,799
9643,230,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,728
9716,250,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,669
9789,251,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,386
9862,275,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,847
9935,282,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,335
10008,300,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,471
10081,305,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,616
10154,308,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,541
10227,313,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,876
10300,315,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,928
10373,322,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,629
10446,324,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,853
10519,325,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,139
10592,327,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,921
10665,328,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,941
10738,329,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,985
10811,331,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,885
10884,345,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,890
10957,346,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,980
11030,388,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,670
11103,390,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,169
11176,411,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,781
11249,412,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,783
11322,420,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,659
11395,439,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,571
11468,440,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,658
11541,455,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,805
11614,456,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,509
11687,466,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,431
11760,467,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,576
11833,479,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,380
11906,483,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,289
11979,503,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,362
12052,515,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,757
12125,522,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,748
12198,540,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,84
12271,550,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,258
12344,558,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,Plaza,902
